timestamp,localized,temperature,pressure,humidity,altitude
1684206067390,2023-05-15T20:01:07.390(UTC-07:00),,710.6621,,2893.6628
1684206067731,2023-05-15T20:01:07.731(UTC-07:00),,710.6867,,2893.3899
1684206067991,2023-05-15T20:01:07.991(UTC-07:00),,710.6867,,2893.3899
1684206068251,2023-05-15T20:01:08.251(UTC-07:00),,710.6867,,2893.3899
1684206068511,2023-05-15T20:01:08.511(UTC-07:00),,710.6867,,2893.3899
1684206068835,2023-05-15T20:01:08.835(UTC-07:00),,710.6695,,2893.5807
1684206069160,2023-05-15T20:01:09.160(UTC-07:00),,710.6695,,2893.5807
1684206069485,2023-05-15T20:01:09.485(UTC-07:00),,710.6695,,2893.5807
1684206069760,2023-05-15T20:01:09.760(UTC-07:00),,710.6695,,2893.5807
1684206070035,2023-05-15T20:01:10.035(UTC-07:00),,710.6941,,2893.3078
1684206070311,2023-05-15T20:01:10.311(UTC-07:00),,710.6941,,2893.3078
1684206070631,2023-05-15T20:01:10.631(UTC-07:00),,710.6941,,2893.3078
1684206070951,2023-05-15T20:01:10.951(UTC-07:00),,710.7019,,2893.2212
1684206071271,2023-05-15T20:01:11.271(UTC-07:00),,710.7019,,2893.2212
1684206071560,2023-05-15T20:01:11.560(UTC-07:00),,710.7019,,2893.2212
1684206071850,2023-05-15T20:01:11.850(UTC-07:00),,710.7019,,2893.2212
1684206072140,2023-05-15T20:01:12.140(UTC-07:00),,710.7269,,2892.9438
1684206072450,2023-05-15T20:01:12.450(UTC-07:00),,710.7269,,2892.9438
1684206072760,2023-05-15T20:01:12.760(UTC-07:00),,710.7269,,2892.9438
1684206073070,2023-05-15T20:01:13.070(UTC-07:00),,710.7269,,2892.9438
1684206073350,2023-05-15T20:01:13.350(UTC-07:00),,710.7683,,2892.4845
1684206073630,2023-05-15T20:01:13.630(UTC-07:00),,710.7683,,2892.4845
1684206073911,2023-05-15T20:01:13.911(UTC-07:00),,710.7683,,2892.4845
1684206074230,2023-05-15T20:01:14.230(UTC-07:00),,710.7929,,2892.2116
1684206074550,2023-05-15T20:01:14.550(UTC-07:00),,710.7929,,2892.2116
1684206074870,2023-05-15T20:01:14.870(UTC-07:00),,710.7929,,2892.2116
1684206075150,2023-05-15T20:01:15.150(UTC-07:00),,710.7929,,2892.2116
1684206075430,2023-05-15T20:01:15.430(UTC-07:00),,710.8007,,2892.1251
1684206075710,2023-05-15T20:01:15.710(UTC-07:00),,710.8007,,2892.1251
1684206076040,2023-05-15T20:01:16.040(UTC-07:00),,710.8007,,2892.1251
1684206076370,2023-05-15T20:01:16.370(UTC-07:00),,710.8007,,2892.1251
1684206076700,2023-05-15T20:01:16.700(UTC-07:00),,710.8253,,2891.8522
1684206076980,2023-05-15T20:01:16.980(UTC-07:00),,710.8253,,2891.8522
1684206077260,2023-05-15T20:01:17.260(UTC-07:00),,710.8253,,2891.8522
1684206077540,2023-05-15T20:01:17.540(UTC-07:00),,710.8253,,2891.8522
1684206077850,2023-05-15T20:01:17.850(UTC-07:00),,710.8593,,2891.4750
1684206078160,2023-05-15T20:01:18.160(UTC-07:00),,710.8593,,2891.4750
1684206078470,2023-05-15T20:01:18.470(UTC-07:00),,710.8593,,2891.4750
1684206078750,2023-05-15T20:01:18.750(UTC-07:00),,710.8839,,2891.2021
1684206079030,2023-05-15T20:01:19.030(UTC-07:00),,710.8839,,2891.2021
1684206079310,2023-05-15T20:01:19.310(UTC-07:00),,710.8839,,2891.2021
1684206079635,2023-05-15T20:01:19.635(UTC-07:00),,710.8839,,2891.2021
1684206079960,2023-05-15T20:01:19.960(UTC-07:00),,710.9308,,2890.6819
1684206080285,2023-05-15T20:01:20.285(UTC-07:00),,710.9308,,2890.6819
1684206080569,2023-05-15T20:01:20.569(UTC-07:00),,710.9308,,2890.6819
1684206080854,2023-05-15T20:01:20.854(UTC-07:00),,710.9308,,2890.6819
1684206081139,2023-05-15T20:01:21.139(UTC-07:00),,710.9558,,2890.4045
1684206081449,2023-05-15T20:01:21.449(UTC-07:00),,710.9558,,2890.4045
1684206081759,2023-05-15T20:01:21.759(UTC-07:00),,710.9558,,2890.4045
1684206082070,2023-05-15T20:01:22.070(UTC-07:00),,710.9390,,2890.5909
1684206082350,2023-05-15T20:01:22.350(UTC-07:00),,710.9390,,2890.5909
1684206082630,2023-05-15T20:01:22.630(UTC-07:00),,710.9390,,2890.5909
1684206082910,2023-05-15T20:01:22.910(UTC-07:00),,710.9390,,2890.5909
1684206083230,2023-05-15T20:01:23.230(UTC-07:00),,710.9804,,2890.1317
1684206083550,2023-05-15T20:01:23.550(UTC-07:00),,710.9804,,2890.1317
1684206083870,2023-05-15T20:01:23.870(UTC-07:00),,710.9804,,2890.1317
1684206084150,2023-05-15T20:01:24.150(UTC-07:00),,710.9804,,2890.1317
1684206084430,2023-05-15T20:01:24.430(UTC-07:00),,710.9882,,2890.0452
1684206084710,2023-05-15T20:01:24.710(UTC-07:00),,710.9882,,2890.0452
1684206085035,2023-05-15T20:01:25.035(UTC-07:00),,710.9882,,2890.0452
1684206085360,2023-05-15T20:01:25.360(UTC-07:00),,710.1030,,2899.8689
1684206085685,2023-05-15T20:01:25.685(UTC-07:00),,710.1030,,2899.8689
1684206085960,2023-05-15T20:01:25.960(UTC-07:00),,710.1030,,2899.8689
1684206086235,2023-05-15T20:01:26.235(UTC-07:00),,710.1030,,2899.8689
1684206086511,2023-05-15T20:01:26.511(UTC-07:00),,710.1054,,2899.8416
1684206086830,2023-05-15T20:01:26.830(UTC-07:00),,710.1054,,2899.8416
1684206087150,2023-05-15T20:01:27.150(UTC-07:00),,710.1054,,2899.8416
1684206087470,2023-05-15T20:01:27.470(UTC-07:00),,710.1054,,2899.8416
1684206087750,2023-05-15T20:01:27.750(UTC-07:00),,710.1079,,2899.8141
1684206088030,2023-05-15T20:01:28.030(UTC-07:00),,710.1079,,2899.8141
1684206088310,2023-05-15T20:01:28.310(UTC-07:00),,710.1079,,2899.8141
1684206088635,2023-05-15T20:01:28.635(UTC-07:00),,710.1079,,2899.8141
1684206088960,2023-05-15T20:01:28.960(UTC-07:00),,710.1121,,2899.7677
1684206089285,2023-05-15T20:01:29.285(UTC-07:00),,710.1121,,2899.7677
1684206089570,2023-05-15T20:01:29.570(UTC-07:00),,710.1121,,2899.7677
1684206089855,2023-05-15T20:01:29.855(UTC-07:00),,710.1128,,2899.7591
1684206090140,2023-05-15T20:01:30.140(UTC-07:00),,710.1128,,2899.7591
1684206090455,2023-05-15T20:01:30.455(UTC-07:00),,710.1128,,2899.7591
1684206090770,2023-05-15T20:01:30.770(UTC-07:00),,710.1128,,2899.7591
1684206091085,2023-05-15T20:01:31.085(UTC-07:00),,710.1153,,2899.7318
1684206091360,2023-05-15T20:01:31.360(UTC-07:00),,710.1153,,2899.7318
1684206091635,2023-05-15T20:01:31.635(UTC-07:00),,710.1153,,2899.7318
1684206091910,2023-05-15T20:01:31.910(UTC-07:00),,710.1153,,2899.7318
1684206092235,2023-05-15T20:01:32.235(UTC-07:00),,710.1136,,2899.7504
1684206092560,2023-05-15T20:01:32.560(UTC-07:00),,710.1136,,2899.7504
1684206092885,2023-05-15T20:01:32.885(UTC-07:00),,710.1136,,2899.7504
1684206093160,2023-05-15T20:01:33.160(UTC-07:00),,710.1183,,2899.6980
1684206093435,2023-05-15T20:01:33.435(UTC-07:00),,710.1183,,2899.6980
1684206093710,2023-05-15T20:01:33.710(UTC-07:00),,710.1183,,2899.6980
1684206094035,2023-05-15T20:01:34.035(UTC-07:00),,710.1183,,2899.6980
1684206094360,2023-05-15T20:01:34.360(UTC-07:00),,710.1200,,2899.6794
1684206094685,2023-05-15T20:01:34.685(UTC-07:00),,710.1200,,2899.6794
1684206094960,2023-05-15T20:01:34.960(UTC-07:00),,710.1200,,2899.6794
1684206095235,2023-05-15T20:01:35.235(UTC-07:00),,710.1200,,2899.6794
1684206095511,2023-05-15T20:01:35.511(UTC-07:00),,710.1250,,2899.6246
1684206095835,2023-05-15T20:01:35.835(UTC-07:00),,710.1250,,2899.6246
1684206096160,2023-05-15T20:01:36.160(UTC-07:00),,710.1250,,2899.6246
1684206096485,2023-05-15T20:01:36.485(UTC-07:00),,710.1275,,2899.5969
1684206096760,2023-05-15T20:01:36.760(UTC-07:00),,710.1275,,2899.5969
1684206097035,2023-05-15T20:01:37.035(UTC-07:00),,710.1275,,2899.5969
1684206097310,2023-05-15T20:01:37.310(UTC-07:00),,710.1275,,2899.5969
1684206097635,2023-05-15T20:01:37.635(UTC-07:00),,710.1316,,2899.5509
1684206097960,2023-05-15T20:01:37.960(UTC-07:00),,710.1316,,2899.5509
1684206098286,2023-05-15T20:01:38.286(UTC-07:00),,710.1316,,2899.5509
1684206098570,2023-05-15T20:01:38.570(UTC-07:00),,710.1316,,2899.5509
1684206098855,2023-05-15T20:01:38.855(UTC-07:00),,710.1316,,2899.5509
1684206099140,2023-05-15T20:01:39.140(UTC-07:00),,710.1316,,2899.5509
1684206099460,2023-05-15T20:01:39.460(UTC-07:00),,710.1316,,2899.5509
1684206099780,2023-05-15T20:01:39.780(UTC-07:00),,710.1316,,2899.5509
1684206100100,2023-05-15T20:01:40.100(UTC-07:00),,710.1365,,2899.4963
1684206100370,2023-05-15T20:01:40.370(UTC-07:00),,710.1365,,2899.4963
1684206100640,2023-05-15T20:01:40.640(UTC-07:00),,710.1365,,2899.4963
1684206100910,2023-05-15T20:01:40.910(UTC-07:00),,710.1365,,2899.4963
1684206101235,2023-05-15T20:01:41.235(UTC-07:00),,710.1365,,2899.4963
1684206101560,2023-05-15T20:01:41.560(UTC-07:00),,710.1365,,2899.4963
1684206101885,2023-05-15T20:01:41.885(UTC-07:00),,710.1365,,2899.4963
1684206102160,2023-05-15T20:01:42.160(UTC-07:00),,710.1432,,2899.4226
1684206102435,2023-05-15T20:01:42.435(UTC-07:00),,710.1432,,2899.4226
1684206102711,2023-05-15T20:01:42.711(UTC-07:00),,710.1432,,2899.4226
1684206103035,2023-05-15T20:01:43.035(UTC-07:00),,710.1432,,2899.4226
1684206103360,2023-05-15T20:01:43.360(UTC-07:00),,710.1439,,2899.4143
1684206103685,2023-05-15T20:01:43.685(UTC-07:00),,710.1439,,2899.4143
1684206103960,2023-05-15T20:01:43.960(UTC-07:00),,710.1439,,2899.4143
1684206104235,2023-05-15T20:01:44.235(UTC-07:00),,710.1445,,2899.4074
1684206104511,2023-05-15T20:01:44.511(UTC-07:00),,710.1445,,2899.4074
1684206104811,2023-05-15T20:01:44.811(UTC-07:00),,710.1445,,2899.4074
1684206105111,2023-05-15T20:01:45.111(UTC-07:00),,710.1445,,2899.4074
1684206105411,2023-05-15T20:01:45.411(UTC-07:00),,710.1487,,2899.3614
1684206105711,2023-05-15T20:01:45.711(UTC-07:00),,710.1487,,2899.3614
1684206106011,2023-05-15T20:01:46.011(UTC-07:00),,710.1487,,2899.3614
1684206106311,2023-05-15T20:01:46.311(UTC-07:00),,710.1487,,2899.3614
1684206106611,2023-05-15T20:01:46.611(UTC-07:00),,710.1528,,2899.3154
1684206106911,2023-05-15T20:01:46.911(UTC-07:00),,710.1528,,2899.3154
1684206107211,2023-05-15T20:01:47.211(UTC-07:00),,710.1528,,2899.3154
1684206107520,2023-05-15T20:01:47.520(UTC-07:00),,710.1536,,2899.3068
1684206107830,2023-05-15T20:01:47.830(UTC-07:00),,710.1536,,2899.3068
1684206108140,2023-05-15T20:01:48.140(UTC-07:00),,710.1536,,2899.3068
1684206108430,2023-05-15T20:01:48.430(UTC-07:00),,710.1536,,2899.3068
1684206108720,2023-05-15T20:01:48.720(UTC-07:00),,710.1577,,2899.2608
1684206109011,2023-05-15T20:01:49.011(UTC-07:00),,710.1577,,2899.2608
1684206109310,2023-05-15T20:01:49.310(UTC-07:00),,710.1577,,2899.2608
1684206109610,2023-05-15T20:01:49.610(UTC-07:00),,710.1577,,2899.2608
1684206109910,2023-05-15T20:01:49.910(UTC-07:00),,710.1561,,2899.2795
1684206110210,2023-05-15T20:01:50.210(UTC-07:00),,710.1561,,2899.2795
1684206110510,2023-05-15T20:01:50.510(UTC-07:00),,710.1561,,2899.2795
1684206110811,2023-05-15T20:01:50.811(UTC-07:00),,710.1561,,2899.2795
1684206111111,2023-05-15T20:01:51.111(UTC-07:00),,710.1570,,2899.2686
1684206111411,2023-05-15T20:01:51.411(UTC-07:00),,710.1570,,2899.2686
1684206111711,2023-05-15T20:01:51.711(UTC-07:00),,710.1570,,2899.2686
1684206112011,2023-05-15T20:01:52.011(UTC-07:00),,710.1595,,2899.2413
1684206112311,2023-05-15T20:01:52.311(UTC-07:00),,710.1595,,2899.2413
1684206112611,2023-05-15T20:01:52.611(UTC-07:00),,710.1595,,2899.2413
1684206112911,2023-05-15T20:01:52.911(UTC-07:00),,710.1595,,2899.2413
1684206113211,2023-05-15T20:01:53.211(UTC-07:00),,710.1603,,2899.2326
1684206113511,2023-05-15T20:01:53.511(UTC-07:00),,710.1603,,2899.2326
1684206113811,2023-05-15T20:01:53.811(UTC-07:00),,710.1603,,2899.2326
1684206114111,2023-05-15T20:01:54.111(UTC-07:00),,710.1603,,2899.2326
1684206114411,2023-05-15T20:01:54.411(UTC-07:00),,710.1627,,2899.2053
1684206114716,2023-05-15T20:01:54.716(UTC-07:00),,710.1627,,2899.2053
1684206115021,2023-05-15T20:01:55.021(UTC-07:00),,710.1627,,2899.2053
1684206115326,2023-05-15T20:01:55.326(UTC-07:00),,710.1635,,2899.1966
1684206115621,2023-05-15T20:01:55.621(UTC-07:00),,710.1635,,2899.1966
1684206115916,2023-05-15T20:01:55.916(UTC-07:00),,710.1635,,2899.1966
1684206116211,2023-05-15T20:01:56.211(UTC-07:00),,710.1635,,2899.1966
1684206116515,2023-05-15T20:01:56.515(UTC-07:00),,710.1683,,2899.1437
1684206116820,2023-05-15T20:01:56.820(UTC-07:00),,710.1683,,2899.1437
1684206117125,2023-05-15T20:01:57.125(UTC-07:00),,710.1683,,2899.1437
1684206117420,2023-05-15T20:01:57.420(UTC-07:00),,710.1683,,2899.1437
1684206117715,2023-05-15T20:01:57.715(UTC-07:00),,710.1690,,2899.1355
1684206118011,2023-05-15T20:01:58.011(UTC-07:00),,710.1690,,2899.1355
1684206118311,2023-05-15T20:01:58.311(UTC-07:00),,710.1690,,2899.1355
1684206118611,2023-05-15T20:01:58.611(UTC-07:00),,710.1690,,2899.1355
1684206118911,2023-05-15T20:01:58.911(UTC-07:00),,710.1715,,2899.1081
1684206119211,2023-05-15T20:01:59.211(UTC-07:00),,710.1715,,2899.1081
1684206119511,2023-05-15T20:01:59.511(UTC-07:00),,710.1715,,2899.1081
1684206119811,2023-05-15T20:01:59.811(UTC-07:00),,710.1740,,2899.0804
1684206120111,2023-05-15T20:02:00.111(UTC-07:00),,710.1740,,2899.0804
1684206120411,2023-05-15T20:02:00.411(UTC-07:00),,710.1740,,2899.0804
1684206120711,2023-05-15T20:02:00.711(UTC-07:00),,710.1740,,2899.0804
1684206121011,2023-05-15T20:02:01.011(UTC-07:00),,710.1781,,2899.0344
1684206121311,2023-05-15T20:02:01.311(UTC-07:00),,710.1781,,2899.0344
1684206121611,2023-05-15T20:02:01.611(UTC-07:00),,710.1781,,2899.0344
1684206121915,2023-05-15T20:02:01.915(UTC-07:00),,710.1781,,2899.0344
1684206122220,2023-05-15T20:02:02.220(UTC-07:00),,710.1806,,2899.0071
1684206122525,2023-05-15T20:02:02.525(UTC-07:00),,710.1806,,2899.0071
1684206122840,2023-05-15T20:02:02.840(UTC-07:00),,710.1806,,2899.0071
1684206123155,2023-05-15T20:02:03.155(UTC-07:00),,710.1814,,2898.9985
1684206123470,2023-05-15T20:02:03.470(UTC-07:00),,710.1814,,2898.9985
1684206123755,2023-05-15T20:02:03.755(UTC-07:00),,710.1814,,2898.9985
1684206124040,2023-05-15T20:02:04.040(UTC-07:00),,710.1814,,2898.9985
1684206124325,2023-05-15T20:02:04.325(UTC-07:00),,710.1838,,2898.9712
1684206124620,2023-05-15T20:02:04.620(UTC-07:00),,710.1838,,2898.9712
1684206124915,2023-05-15T20:02:04.915(UTC-07:00),,710.1838,,2898.9712
1684206125211,2023-05-15T20:02:05.211(UTC-07:00),,710.1838,,2898.9712
1684206125515,2023-05-15T20:02:05.515(UTC-07:00),,710.1846,,2898.9625
1684206125820,2023-05-15T20:02:05.820(UTC-07:00),,710.1846,,2898.9625
1684206126125,2023-05-15T20:02:06.125(UTC-07:00),,710.1846,,2898.9625
1684206126420,2023-05-15T20:02:06.420(UTC-07:00),,710.1902,,2898.9000
1684206126715,2023-05-15T20:02:06.715(UTC-07:00),,710.1902,,2898.9000
1684206127011,2023-05-15T20:02:07.011(UTC-07:00),,710.1902,,2898.9000
1684206127330,2023-05-15T20:02:07.330(UTC-07:00),,710.1902,,2898.9000
1684206127650,2023-05-15T20:02:07.650(UTC-07:00),,710.1911,,2898.8909
1684206127970,2023-05-15T20:02:07.970(UTC-07:00),,710.1911,,2898.8909
1684206128250,2023-05-15T20:02:08.250(UTC-07:00),,710.1911,,2898.8909
1684206128530,2023-05-15T20:02:08.530(UTC-07:00),,710.1911,,2898.8909
1684206128811,2023-05-15T20:02:08.811(UTC-07:00),,710.1918,,2898.8822
1684206129115,2023-05-15T20:02:09.115(UTC-07:00),,710.1918,,2898.8822
1684206129420,2023-05-15T20:02:09.420(UTC-07:00),,710.1918,,2898.8822
1684206129725,2023-05-15T20:02:09.725(UTC-07:00),,710.1918,,2898.8822
1684206130020,2023-05-15T20:02:10.020(UTC-07:00),,710.1943,,2898.8549
1684206130315,2023-05-15T20:02:10.315(UTC-07:00),,710.1943,,2898.8549
1684206130611,2023-05-15T20:02:10.611(UTC-07:00),,710.1943,,2898.8549
1684206130915,2023-05-15T20:02:10.915(UTC-07:00),,710.1967,,2898.8276
1684206131220,2023-05-15T20:02:11.220(UTC-07:00),,710.1967,,2898.8276
1684206131525,2023-05-15T20:02:11.525(UTC-07:00),,710.1967,,2898.8276
1684206131835,2023-05-15T20:02:11.835(UTC-07:00),,710.1967,,2898.8276
1684206132145,2023-05-15T20:02:12.145(UTC-07:00),,710.1975,,2898.8189
1684206132455,2023-05-15T20:02:12.455(UTC-07:00),,710.1975,,2898.8189
1684206132745,2023-05-15T20:02:12.745(UTC-07:00),,710.1975,,2898.8189
1684206133035,2023-05-15T20:02:13.035(UTC-07:00),,710.1975,,2898.8189
1684206133325,2023-05-15T20:02:13.325(UTC-07:00),,710.2000,,2898.7915
1684206133620,2023-05-15T20:02:13.620(UTC-07:00),,710.2000,,2898.7915
1684206133915,2023-05-15T20:02:13.915(UTC-07:00),,710.2000,,2898.7915
1684206134211,2023-05-15T20:02:14.211(UTC-07:00),,710.2025,,2898.7642
1684206134516,2023-05-15T20:02:14.516(UTC-07:00),,710.2025,,2898.7642
1684206134821,2023-05-15T20:02:14.821(UTC-07:00),,710.2025,,2898.7642
1684206135126,2023-05-15T20:02:15.126(UTC-07:00),,710.2025,,2898.7642
1684206135421,2023-05-15T20:02:15.421(UTC-07:00),,710.2066,,2898.7183
1684206135716,2023-05-15T20:02:15.716(UTC-07:00),,710.2066,,2898.7183
1684206136012,2023-05-15T20:02:16.012(UTC-07:00),,710.2066,,2898.7183
1684206136336,2023-05-15T20:02:16.336(UTC-07:00),,710.2066,,2898.7183
1684206136661,2023-05-15T20:02:16.661(UTC-07:00),,710.2091,,2898.6909
1684206136986,2023-05-15T20:02:16.986(UTC-07:00),,710.2091,,2898.6909
1684206137261,2023-05-15T20:02:17.261(UTC-07:00),,710.2091,,2898.6909
1684206137536,2023-05-15T20:02:17.536(UTC-07:00),,710.2115,,2898.6636
1684206137812,2023-05-15T20:02:17.812(UTC-07:00),,710.2115,,2898.6636
1684206138116,2023-05-15T20:02:18.116(UTC-07:00),,710.2115,,2898.6636
1684206138421,2023-05-15T20:02:18.421(UTC-07:00),,710.2115,,2898.6636
1684206138726,2023-05-15T20:02:18.726(UTC-07:00),,710.2140,,2898.6363
1684206139021,2023-05-15T20:02:19.021(UTC-07:00),,710.2140,,2898.6363
1684206139317,2023-05-15T20:02:19.317(UTC-07:00),,710.2140,,2898.6363
1684206139613,2023-05-15T20:02:19.613(UTC-07:00),,710.2140,,2898.6363
1684206139917,2023-05-15T20:02:19.917(UTC-07:00),,710.2146,,2898.6294
1684206140221,2023-05-15T20:02:20.221(UTC-07:00),,710.2146,,2898.6294
1684206140526,2023-05-15T20:02:20.526(UTC-07:00),,710.2146,,2898.6294
1684206140831,2023-05-15T20:02:20.831(UTC-07:00),,710.2146,,2898.6294
1684206141136,2023-05-15T20:02:21.136(UTC-07:00),,710.2171,,2898.6020
1684206141442,2023-05-15T20:02:21.442(UTC-07:00),,710.2171,,2898.6020
1684206141736,2023-05-15T20:02:21.736(UTC-07:00),,710.2171,,2898.6020
1684206142031,2023-05-15T20:02:22.031(UTC-07:00),,710.2178,,2898.5934
1684206142326,2023-05-15T20:02:22.326(UTC-07:00),,710.2178,,2898.5934
1684206142621,2023-05-15T20:02:22.621(UTC-07:00),,710.2178,,2898.5934
1684206142916,2023-05-15T20:02:22.916(UTC-07:00),,710.2178,,2898.5934
1684206143212,2023-05-15T20:02:23.212(UTC-07:00),,710.2220,,2898.5474
1684206143516,2023-05-15T20:02:23.516(UTC-07:00),,710.2220,,2898.5474
1684206143821,2023-05-15T20:02:23.821(UTC-07:00),,710.2220,,2898.5474
1684206144126,2023-05-15T20:02:24.126(UTC-07:00),,710.2220,,2898.5474
1684206144421,2023-05-15T20:02:24.421(UTC-07:00),,710.2245,,2898.5197
1684206144716,2023-05-15T20:02:24.716(UTC-07:00),,710.2245,,2898.5197
1684206145012,2023-05-15T20:02:25.012(UTC-07:00),,710.2245,,2898.5197
1684206145337,2023-05-15T20:02:25.337(UTC-07:00),,710.2269,,2898.4923
1684206145662,2023-05-15T20:02:25.662(UTC-07:00),,710.2269,,2898.4923
1684206145987,2023-05-15T20:02:25.987(UTC-07:00),,710.2269,,2898.4923
1684206146262,2023-05-15T20:02:26.262(UTC-07:00),,710.2269,,2898.4923
1684206146537,2023-05-15T20:02:26.537(UTC-07:00),,710.2294,,2898.4650
1684206146812,2023-05-15T20:02:26.812(UTC-07:00),,710.2294,,2898.4650
1684206147116,2023-05-15T20:02:27.116(UTC-07:00),,710.2294,,2898.4650
1684206147421,2023-05-15T20:02:27.421(UTC-07:00),,710.2294,,2898.4650
